EnzymeID,GeneName,UniProtID,Taxon,TaxonID,Name,Co-Faktor,Complex,Set,Candidate
R-DDI-1500634,,Q54CM2,Dictyostelium discoideum,6,PLA2(1) [cytosol],,False,True,False
R-DDI-1524040,,Q54CM2,Dictyostelium discoideum,6,PLA2(8) [cytosol],,False,True,False
R-DDI-1498778,,Q54XX2,Dictyostelium discoideum,6,MBOAT7 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-1498799,,Q54CM2,Dictyostelium discoideum,6,PLA2G4C [endoplasmic reticulum membrane],-,False,False,False
R-DDI-1498782-3,,Q55CZ2,Dictyostelium discoideum,6,Homologues of LPGAT1 [endoplasmic reticulum membrane],,False,True,False
R-DDI-1524037,,Q54XX2,Dictyostelium discoideum,6,LPSAT [endoplasmic reticulum membrane],,False,True,False
R-DDI-1524035,,Q54XX2,Dictyostelium discoideum,6,LPEAT [endoplasmic reticulum membrane],,False,True,False
R-DDI-1500634,,Q54CM2,Dictyostelium discoideum,6,PLA2(1) [cytosol],,False,True,False
R-DDI-1524035,,Q54XX2,Dictyostelium discoideum,6,LPEAT [endoplasmic reticulum membrane],,False,True,False
R-DDI-1524040,,Q54CM2,Dictyostelium discoideum,6,PLA2(8) [cytosol],,False,True,False
R-DDI-1524037,,Q54XX2,Dictyostelium discoideum,6,LPSAT [endoplasmic reticulum membrane],,False,True,False
R-DDI-1498799,,Q54CM2,Dictyostelium discoideum,6,PLA2G4C [endoplasmic reticulum membrane],-,False,False,False
R-DDI-3215272,,Q54CM2,Dictyostelium discoideum,6,PLA2G [mitochondrial inner membrane],,False,False,True
R-DDI-1524095,,,Dictyostelium discoideum,6,PLA2G4A:Ca2+ [mitochondrial inner membrane],calcium(2+),True,False,False
R-DDI-1524157,,Q54CM2,Dictyostelium discoideum,6,PLA2(9) [cytosol],,False,True,False
R-DDI-1299435,taz,Q54DX7,Dictyostelium discoideum,6,taz [mitochondrial inner membrane],-,False,False,False
R-DDI-1299435,taz,Q54DX7,Dictyostelium discoideum,6,taz [mitochondrial inner membrane],-,False,False,False
R-DDI-1524107,,Q54QX5,Dictyostelium discoideum,6,PLA2(6) [endoplasmic reticulum membrane],,False,True,False
R-DDI-1524151,,Q54CM2,Dictyostelium discoideum,6,PLA2(11) [cytosol],,False,True,False
R-DDI-1498799,,Q54CM2,Dictyostelium discoideum,6,PLA2G4C [endoplasmic reticulum membrane],-,False,False,False
R-DDI-1524135,,Q54CM2,Dictyostelium discoideum,6,PLA2(4) [cytosol],,False,True,False
R-DDI-3215272,,Q54CM2,Dictyostelium discoideum,6,PLA2G [mitochondrial inner membrane],,False,False,True
R-DDI-1299435,taz,Q54DX7,Dictyostelium discoideum,6,taz [mitochondrial inner membrane],-,False,False,False
R-DDI-1524120,,Q54CM2,Dictyostelium discoideum,6,PLA2(5) [cytosol],,False,True,False
R-DDI-1498783,,Q55CZ2,Dictyostelium discoideum,6,LCLAT1 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-1524157,,Q54CM2,Dictyostelium discoideum,6,PLA2(9) [cytosol],,False,True,False
R-DDI-1498783,,Q55CZ2,Dictyostelium discoideum,6,LCLAT1 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-1498799,,Q54CM2,Dictyostelium discoideum,6,PLA2G4C [endoplasmic reticulum membrane],-,False,False,False
R-DDI-1524040,,Q54CM2,Dictyostelium discoideum,6,PLA2(8) [cytosol],,False,True,False
R-DDI-1498819-3,,Q54QX5,Dictyostelium discoideum,6,Homologues of PNPLA8 [endoplasmic reticulum membrane],,False,True,False
R-DDI-1500588,dgat2,Q54GC1,Dictyostelium discoideum,6,DGAT1/2 [endoplasmic reticulum membrane],,False,True,False
R-DDI-1498799,,Q54CM2,Dictyostelium discoideum,6,PLA2G4C [endoplasmic reticulum membrane],-,False,False,False
R-DDI-1299435,taz,Q54DX7,Dictyostelium discoideum,6,taz [mitochondrial inner membrane],-,False,False,False
R-DDI-1524155,,Q54CM2,Dictyostelium discoideum,6,PLA2(10) [cytosol],,False,True,False
R-DDI-1500634,,Q54CM2,Dictyostelium discoideum,6,PLA2(1) [cytosol],,False,True,False
R-DDI-1524142,,Q54CM2,Dictyostelium discoideum,6,PLA2(14) [cytosol],,False,True,False
R-DDI-1524143,,Q54CM2,Dictyostelium discoideum,6,PLA2(13) [cytosol],,False,True,False
R-DDI-1500587,,,Dictyostelium discoideum,6,CEPT1:Mg2+/Mn2+ [endoplasmic reticulum membrane],manganese(2+),True,False,False
R-DDI-1500592,,,Dictyostelium discoideum,6,CEPT1/EPT1 [endoplasmic reticulum membrane],manganese(2+),False,True,False
R-DDI-1500652,captB,Q54XM0,Dictyostelium discoideum,6,CHPT1:Mg2+/Mn2+ [Golgi membrane],,True,False,False
R-DDI-1500647,,,Dictyostelium discoideum,6,CDIPT:Mg2+/Mn2+ [endoplasmic reticulum membrane],manganese(2+),True,False,False
R-DDI-1524125,,Q54GD2,Dictyostelium discoideum,6,PCYT1 dimer [endoplasmic reticulum membrane],,False,True,False
R-DDI-1483087,-,-,Dictyostelium discoideum,6,transition,-,False,False,False
R-DDI-1483087,-,-,Dictyostelium discoideum,6,transition,-,False,False,False
R-DDI-1498817,pssA,Q1ZXJ3,Dictyostelium discoideum,6,pssA [endoplasmic reticulum membrane],-,False,False,False
R-DDI-1500651,cdsA,Q55D90,Dictyostelium discoideum,6,CDS1:Mg2+ [endoplasmic reticulum membrane],,True,False,False
R-DDI-1498755,cdsA,Q55D90,Dictyostelium discoideum,6,cdsA [mitochondrial inner membrane],-,False,False,False
R-DDI-1498767,pemtA,Q54SD5,Dictyostelium discoideum,6,pemtA [endoplasmic reticulum membrane],-,False,False,False
R-DDI-1500639,pldB,Q54WR4,Dictyostelium discoideum,6,PLD1/2 [endoplasmic reticulum membrane],,False,True,False
R-DDI-1498806,pssA,Q1ZXJ3,Dictyostelium discoideum,6,pssA [endoplasmic reticulum membrane],-,False,False,False
R-DDI-1500642,pctA,Q55BZ4,Dictyostelium discoideum,6,PCYT2 dimer [endoplasmic reticulum membrane],,True,False,False
R-DDI-1500636,,Q75JA1,Dictyostelium discoideum,6,LPIN [endoplasmic reticulum membrane],,False,True,False
R-DDI-1500636,,Q75JA1,Dictyostelium discoideum,6,LPIN [endoplasmic reticulum membrane],,False,True,False
R-DDI-1483211,-,-,Dictyostelium discoideum,6,transition,-,False,False,False
R-DDI-1483211,-,-,Dictyostelium discoideum,6,transition,-,False,False,False
R-DDI-1483219,-,-,Dictyostelium discoideum,6,transition,-,False,False,False
R-DDI-1483219,-,-,Dictyostelium discoideum,6,transition,-,False,False,False
R-DDI-1498765,etnkB,Q554D8,Dictyostelium discoideum,6,etnkB [cytosol],-,False,False,False
R-DDI-1483229,-,-,Dictyostelium discoideum,6,transition,-,False,False,False
R-DDI-1483229,-,-,Dictyostelium discoideum,6,transition,-,False,False,False
R-DDI-1605623,glb1,Q54GE1,Dictyostelium discoideum,6,glb1 [lysosomal lumen],-,False,False,False
R-DDI-3662340,hexb2,Q54K56,Dictyostelium discoideum,6,"HEXA,B [lysosomal lumen]",,False,True,False
R-DDI-1605744,melA,Q55B10,Dictyostelium discoideum,6,GLA dimer [lysosomal lumen],,True,False,False
R-DDI-1605710,sgmB,Q54C16,Dictyostelium discoideum,6,sgmB [lysosomal lumen],-,False,False,False
R-DDI-1605623,glb1,Q54GE1,Dictyostelium discoideum,6,glb1 [lysosomal lumen],-,False,False,False
R-DDI-4127415,dcd2A,Q54BK2,Dictyostelium discoideum,6,ASAH2-like proteins [plasma membrane],,False,False,True
R-DDI-163756,-,-,Dictyostelium discoideum,6,binding,-,False,False,False
R-DDI-1631583,,Q54MJ8,Dictyostelium discoideum,6,ENPP7 [plasma membrane],-,False,False,False
R-DDI-1806157,,Q54DL4,Dictyostelium discoideum,6,PIP5K1A-C [cytosol],,False,True,False
R-DDI-1806229,,Q54VR4,Dictyostelium discoideum,6,PIP4K2 dimers [cytosol],,False,False,True
R-DDI-1806231,,Q55EE1,Dictyostelium discoideum,6,"MTM1,MTMR2,MTMR4,MTMR7 [cytosol]",,False,True,False
R-DDI-1806245,,Q54DL4,Dictyostelium discoideum,6,PIP5K1A/B [cytosol],,False,True,False
R-DDI-1604653,,Q54ZN9,Dictyostelium discoideum,6,PI4KA [cytosol],-,False,False,False
R-DDI-1806196,Dd5P4,Q8I7P3,Dictyostelium discoideum,6,Dd5P4 [cytosol],-,False,False,False
R-DDI-1806173,Dd5P4,Q8I7P3,Dictyostelium discoideum,6,"SYNJs,OCRL [cytosol]",,False,True,False
R-DDI-1806287,,,Dictyostelium discoideum,6,ARF1/3:GTP:PI4KB [Golgi membrane],GTP,True,False,False
R-DDI-1806247,pikA,P54673,Dictyostelium discoideum,6,PIK3C2A/G [cytosol],,False,True,False
R-DDI-1806185,,,Dictyostelium discoideum,6,PIK3C2A/3 [cytosol],magnesium(2+),False,True,False
R-DDI-1806185,,,Dictyostelium discoideum,6,PIK3C2A/3 [cytosol],magnesium(2+),False,True,False
R-DDI-1806173,Dd5P4,Q8I7P3,Dictyostelium discoideum,6,"SYNJs,OCRL [cytosol]",,False,True,False
R-DDI-1806223,,Q55EE1,Dictyostelium discoideum,6,"MTM1,MTMR1,MTMR3,MTMR6,MTMR14,SYNJ1,SYNJ2 [cytosol]",,False,True,False
R-DDI-1806185,,,Dictyostelium discoideum,6,PIK3C2A/3 [cytosol],magnesium(2+),False,True,False
R-DDI-1806233,pikA,P54673,Dictyostelium discoideum,6,PIK3C(1) [cytosol],,False,True,False
R-DDI-1806231,,Q55EE1,Dictyostelium discoideum,6,"MTM1,MTMR2,MTMR4,MTMR7 [cytosol]",,False,True,False
R-DDI-1806157,,Q54DL4,Dictyostelium discoideum,6,PIP5K1A-C [cytosol],,False,True,False
R-DDI-1806263,,Q54TD5,Dictyostelium discoideum,6,"MTM1,MTMR2,MTMR4 [cytosol]",,False,True,False
R-DDI-1806189,pikA,P54673,Dictyostelium discoideum,6,PIK3(2) [cytosol],,False,True,False
R-DDI-1806242,sac1,Q55AW9,Dictyostelium discoideum,6,sac1 [Golgi membrane],-,False,False,False
R-DDI-1604637,sac1,Q55AW9,Dictyostelium discoideum,6,sac1 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-1806242,sac1,Q55AW9,Dictyostelium discoideum,6,sac1 [Golgi membrane],-,False,False,False
R-DDI-1806245,,Q54DL4,Dictyostelium discoideum,6,PIP5K1A/B [cytosol],,False,True,False
R-DDI-1806263,,Q54TD5,Dictyostelium discoideum,6,"MTM1,MTMR2,MTMR4 [cytosol]",,False,True,False
R-DDI-1806163,,Q54DL4,Dictyostelium discoideum,6,PIP4K2/5K1 [cytosol],,False,True,False
R-DDI-199420,pteN,Q8T9S7,Dictyostelium discoideum,6,pteN [cytosol],-,False,False,False
R-DDI-1676152,-,-,Dictyostelium discoideum,6,binding,-,False,False,False
R-DDI-1604634,Dd5P3,Q54D97,Dictyostelium discoideum,6,Dd5P3 [cytosol],-,False,False,False
R-DDI-1604653,,Q54ZN9,Dictyostelium discoideum,6,PI4KA [cytosol],-,False,False,False
R-DDI-1806223,,Q55EE1,Dictyostelium discoideum,6,"MTM1,MTMR1,MTMR3,MTMR6,MTMR14,SYNJ1,SYNJ2 [cytosol]",,False,True,False
R-DDI-3968346,,Q54MG8,Dictyostelium discoideum,6,TPTE2-like proteins [Golgi membrane],,False,False,True
R-DDI-1604655,,,Dictyostelium discoideum,6,PIK3C2A:Ca2+/Mg2+ [cytosol],magnesium(2+),True,False,False
R-DDI-1861791,,Q54D71,Dictyostelium discoideum,6,GBA2 [plasma membrane],-,False,False,False
R-DDI-188469,,Q54QC1,Dictyostelium discoideum,6,GPD2 [mitochondrial inner membrane],-,False,False,False
R-DDI-188469,,Q54QC1,Dictyostelium discoideum,6,GPD2 [mitochondrial inner membrane],-,False,False,False
R-DDI-191413,,,Dictyostelium discoideum,6,SQLE:FAD [endoplasmic reticulum membrane],FAD,True,False,False
R-DDI-981567,fps,Q9NH03,Dictyostelium discoideum,6,"FDPS,GGPS1 [cytosol]",,False,True,False
R-DDI-981567,fps,Q9NH03,Dictyostelium discoideum,6,"FDPS,GGPS1 [cytosol]",,False,True,False
R-DDI-191329,hgsB,Q86HL5,Dictyostelium discoideum,6,hgsB [cytosol],-,False,False,False
R-DDI-191277,hmgA,P34135,Dictyostelium discoideum,6,HMGCR dimer [endoplasmic reticulum membrane],,True,False,False
R-DDI-191371,cas1,Q55D85,Dictyostelium discoideum,6,cas1 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-191285,mvk,Q86AG7,Dictyostelium discoideum,6,MVK dimer [cytosol],,True,False,False
R-DDI-191397,,,Dictyostelium discoideum,6,IDI1 or 2 [cytosol],magnesium(2+),True,False,False
R-DDI-191320,,,Dictyostelium discoideum,6,FDFT:Mg2+ [endoplasmic reticulum membrane],magnesium(2+),True,False,False
R-DDI-191320,,,Dictyostelium discoideum,6,FDFT:Mg2+ [endoplasmic reticulum membrane],magnesium(2+),True,False,False
R-DDI-191341,mvd,Q54YQ9,Dictyostelium discoideum,6,MVD dimer [cytosol],,True,False,False
R-DDI-192180,,,Dictyostelium discoideum,6,CH25H (Fe2+ cofactor) [endoplasmic reticulum membrane],iron(2+),True,False,False
R-DDI-389999,mfeB,Q54XZ0,Dictyostelium discoideum,6,HSD17B4 dimer [peroxisomal matrix],,True,False,False
R-DDI-192320,,,Dictyostelium discoideum,6,ACOX2:FAD [peroxisomal matrix],FAD,True,False,False
R-DDI-3902489,,Q869Y3,Dictyostelium discoideum,6,HSD17B3-like Proteins [endoplasmic reticulum membrane],,False,False,True
R-DDI-193509-9,tagB,P54683,Dictyostelium discoideum,6,Homologues of ABCB11 [plasma membrane],,False,True,False
R-DDI-193509-9,tagB,P54683,Dictyostelium discoideum,6,Homologues of ABCB11 [plasma membrane],,False,True,False
R-DDI-192320,,,Dictyostelium discoideum,6,ACOX2:FAD [peroxisomal matrix],FAD,True,False,False
R-DDI-389999,mfeB,Q54XZ0,Dictyostelium discoideum,6,HSD17B4 dimer [peroxisomal matrix],,True,False,False
R-DDI-389999,mfeB,Q54XZ0,Dictyostelium discoideum,6,HSD17B4 dimer [peroxisomal matrix],,True,False,False
R-DDI-389999,mfeB,Q54XZ0,Dictyostelium discoideum,6,HSD17B4 dimer [peroxisomal matrix],,True,False,False
R-DDI-194028,cyp519A1,Q554S4,Dictyostelium discoideum,6,cyp519A1 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-194028,cyp519A1,Q554S4,Dictyostelium discoideum,6,cyp519A1 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-194648-4,,Q55D52,Dictyostelium discoideum,6,Homologues of MSMO1 [endoplasmic reticulum membrane],,False,True,False
R-DDI-194707,,Q54TU9,Dictyostelium discoideum,6,NSDHL [endoplasmic reticulum membrane],-,False,False,False
R-DDI-194648-4,,Q55D52,Dictyostelium discoideum,6,Homologues of MSMO1 [endoplasmic reticulum membrane],,False,True,False
R-DDI-194637,AF308470,Q55GJ9,Dictyostelium discoideum,6,AF308470 [nuclear envelope],-,False,False,False
R-DDI-194721,cyp51,Q1ZXH9,Dictyostelium discoideum,6,cyp51 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-194710,AF308470,Q55GJ9,Dictyostelium discoideum,6,AF308470 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-194707,,Q54TU9,Dictyostelium discoideum,6,NSDHL [endoplasmic reticulum membrane],-,False,False,False
R-DDI-195697,ebp,Q55E32,Dictyostelium discoideum,6,ebp [endoplasmic reticulum membrane],-,False,False,False
R-DDI-199420,pteN,Q8T9S7,Dictyostelium discoideum,6,pteN [cytosol],-,False,False,False
R-DDI-200408,,Q55E81,Dictyostelium discoideum,6,AMPK heterotrimer (active) [cytosol],,True,False,False
R-DDI-2976730,accA,Q54J08,Dictyostelium discoideum,6,accA [cytosol],-,False,False,False
R-DDI-3878115,,Q54JK0,Dictyostelium discoideum,6,"ACSL1,3,5,6 [endoplasmic reticulum membrane]",,False,True,False
R-DDI-2046072,,Q55BY4,Dictyostelium discoideum,6,ELOVL5/ELOVL2 [endoplasmic reticulum membrane],,False,True,False
R-DDI-2046075,,Q54JK0,Dictyostelium discoideum,6,ACSL1 [endoplasmic reticulum membrane],,True,False,False
R-DDI-5676214,,Q55BY4,Dictyostelium discoideum,6,"ELOVL1,2,3,5 [endoplasmic reticulum membrane]",,False,True,False
R-DDI-548677-3,,C7FZW5,Dictyostelium discoideum,6,Homologues of ELOVL2 [endoplasmic reticulum membrane],,False,True,False
R-DDI-5676214,,Q55BY4,Dictyostelium discoideum,6,"ELOVL1,2,3,5 [endoplasmic reticulum membrane]",,False,True,False
R-DDI-548677-3,,C7FZW5,Dictyostelium discoideum,6,Homologues of ELOVL2 [endoplasmic reticulum membrane],,False,True,False
R-DDI-2046075,,Q54JK0,Dictyostelium discoideum,6,ACSL1 [endoplasmic reticulum membrane],,True,False,False
R-DDI-2046072,,Q55BY4,Dictyostelium discoideum,6,ELOVL5/ELOVL2 [endoplasmic reticulum membrane],,False,True,False
R-DDI-389999,mfeB,Q54XZ0,Dictyostelium discoideum,6,HSD17B4 dimer [peroxisomal matrix],,True,False,False
R-DDI-389999,mfeB,Q54XZ0,Dictyostelium discoideum,6,HSD17B4 dimer [peroxisomal matrix],,True,False,False
R-DDI-390232,,,Dictyostelium discoideum,6,ACOX1 dimer [peroxisomal matrix],FAD,True,False,False
R-DDI-390238,,Q86IY4,Dictyostelium discoideum,6,ACAA1 [peroxisomal matrix],-,False,False,False
R-DDI-209941-24,cyp516B1,Q55AJ4,Dictyostelium discoideum,6,Homologues of CYP2R1 [endoplasmic reticulum membrane],,False,True,False
R-DDI-2142683,,,Dictyostelium discoideum,6,HPGDS dimer [cytosol],glutathione,True,False,False
R-DDI-2318764,,,Dictyostelium discoideum,6,ALOX5:ALOX5AP:LTC4S [nuclear envelope],iron(2+),True,False,False
R-DDI-2142793,,,Dictyostelium discoideum,6,ALOX12:Fe2+ [cytosol],iron(2+),True,False,False
R-DDI-2142793,,,Dictyostelium discoideum,6,ALOX12:Fe2+ [cytosol],iron(2+),True,False,False
R-DDI-2161767,cyp508B1,Q54SK0,Dictyostelium discoideum,6,CYP(2) [endoplasmic reticulum membrane],,False,True,False
R-DDI-211022-24,cyp555A1,Q54LA8,Dictyostelium discoideum,6,Homologues of CYP2J2 [endoplasmic reticulum membrane],,False,True,False
R-DDI-2161990,cyp518A1,Q54ZM4,Dictyostelium discoideum,6,CYP(5) [endoplasmic reticulum membrane],,False,True,False
R-DDI-2318764,,,Dictyostelium discoideum,6,ALOX5:ALOX5AP:LTC4S [nuclear envelope],iron(2+),True,False,False
R-DDI-2318764,,,Dictyostelium discoideum,6,ALOX5:ALOX5AP:LTC4S [nuclear envelope],iron(2+),True,False,False
R-DDI-2142802-24,cyp508B1,Q54SK0,Dictyostelium discoideum,6,Homologues of CYP2U1 [endoplasmic reticulum membrane],,False,True,False
R-DDI-2142793,,,Dictyostelium discoideum,6,ALOX12:Fe2+ [cytosol],iron(2+),True,False,False
R-DDI-2142822,,,Dictyostelium discoideum,6,ALOX12B:Fe2+ [cytosol],iron(2+),True,False,False
R-DDI-2161958,,,Dictyostelium discoideum,6,ALOX12/15 [cytosol],iron(2+),False,True,False
R-DDI-2161783,,,Dictyostelium discoideum,6,ALOX15/15B [cytosol],iron(2+),False,True,False
R-DDI-2142744,,,Dictyostelium discoideum,6,ALOX15:Fe2+ [cytosol],iron(2+),True,False,False
R-DDI-265269,,Q55FM3,Dictyostelium discoideum,6,PTGES3 [cytosol],-,False,False,False
R-DDI-2318764,,,Dictyostelium discoideum,6,ALOX5:ALOX5AP:LTC4S [nuclear envelope],iron(2+),True,False,False
R-DDI-2318764,,,Dictyostelium discoideum,6,ALOX5:ALOX5AP:LTC4S [nuclear envelope],iron(2+),True,False,False
R-DDI-2318764,,,Dictyostelium discoideum,6,ALOX5:ALOX5AP:LTC4S [nuclear envelope],iron(2+),True,False,False
R-DDI-2318764,,,Dictyostelium discoideum,6,ALOX5:ALOX5AP:LTC4S [nuclear envelope],iron(2+),True,False,False
R-DDI-2318764,,,Dictyostelium discoideum,6,ALOX5:ALOX5AP:LTC4S [nuclear envelope],iron(2+),True,False,False
R-DDI-266068,abcC8,Q54P13,Dictyostelium discoideum,6,abcC8 [plasma membrane],-,False,False,False
R-DDI-266038,lkhA,P52922,Dictyostelium discoideum,6,LTA4H:Zn2+ [cytosol],,True,False,False
R-DDI-1524050-7,,Q86L18,Dictyostelium discoideum,6,Homologues of ACHE [plasma membrane],,False,True,False
R-DDI-6811623,comG,Q54DG1,Dictyostelium discoideum,6,ALDH3A2-2 dimer [peroxisomal membrane],,True,False,False
R-DDI-389616,hacl1,Q54DA9,Dictyostelium discoideum,6,HACL1 tetramer [peroxisomal matrix],,True,False,False
R-DDI-389634,,Q54SF6,Dictyostelium discoideum,6,PHYH:Fe++ [peroxisomal matrix],,True,False,False
R-DDI-389642,mcfQ,Q76P23,Dictyostelium discoideum,6,mcfQ [peroxisomal membrane],-,False,False,False
R-DDI-8848531,,Q54II1,Dictyostelium discoideum,6,"ACOX2:FAD, ACOXL:FAD [peroxisomal matrix]",,False,True,False
R-DDI-389905,acoA,Q54RB0,Dictyostelium discoideum,6,ACOX3:FAD [peroxisomal matrix],,True,False,False
R-DDI-389999,mfeB,Q54XZ0,Dictyostelium discoideum,6,HSD17B4 dimer [peroxisomal matrix],,True,False,False
R-DDI-389999,mfeB,Q54XZ0,Dictyostelium discoideum,6,HSD17B4 dimer [peroxisomal matrix],,True,False,False
R-DDI-390238,,Q86IY4,Dictyostelium discoideum,6,ACAA1 [peroxisomal matrix],-,False,False,False
R-DDI-389999,mfeB,Q54XZ0,Dictyostelium discoideum,6,HSD17B4 dimer [peroxisomal matrix],,True,False,False
R-DDI-389999,mfeB,Q54XZ0,Dictyostelium discoideum,6,HSD17B4 dimer [peroxisomal matrix],,True,False,False
R-DDI-390232,,,Dictyostelium discoideum,6,ACOX1 dimer [peroxisomal matrix],FAD,True,False,False
R-DDI-390412,,Q54I12,Dictyostelium discoideum,6,FAR1 [peroxisomal membrane],-,False,False,False
R-DDI-390412,,Q54I12,Dictyostelium discoideum,6,FAR1 [peroxisomal membrane],-,False,False,False
R-DDI-428134,ksrA-1,Q556J2,Dictyostelium discoideum,6,ksrA-1 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-428131,crsA,Q54S87,Dictyostelium discoideum,6,crsA [endoplasmic reticulum membrane],-,False,False,False
R-DDI-428276,,Q54HN2,Dictyostelium discoideum,6,SPHK [cytosol],,False,True,False
R-DDI-428201,,Q55D94,Dictyostelium discoideum,6,DEGS1 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-428201,,Q55D94,Dictyostelium discoideum,6,DEGS1 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-428251,dcd3A,Q6TMJ1,Dictyostelium discoideum,6,dcd3A [endoplasmic reticulum membrane],-,False,False,False
R-DDI-391267,sgkA,Q86KF9,Dictyostelium discoideum,6,sgkA [cytosol],-,False,False,False
R-DDI-428673,sppA,Q55A00,Dictyostelium discoideum,6,sppA [endoplasmic reticulum membrane],-,False,False,False
R-DDI-428661,sglA,Q54RV9,Dictyostelium discoideum,6,sglA [endoplasmic reticulum membrane],-,False,False,False
R-DDI-428661,sglA,Q54RV9,Dictyostelium discoideum,6,sglA [endoplasmic reticulum membrane],-,False,False,False
R-DDI-76106-4,,Q8MXL9,Dictyostelium discoideum,6,Homologues of PPAP2A [plasma membrane],,False,True,False
R-DDI-428110,,Q86AF0,Dictyostelium discoideum,6,PPAP2 [plasma membrane],,False,True,False
R-DDI-428673,sppA,Q55A00,Dictyostelium discoideum,6,sppA [endoplasmic reticulum membrane],-,False,False,False
R-DDI-187760,fhkA,Q54BF0,Dictyostelium discoideum,6,phospho-fhkA [cytosol],-,False,False,False
R-DDI-429775,,Q54B63,Dictyostelium discoideum,6,2xPalmC-SGMS2 [plasma membrane],-,False,False,False
R-DDI-429782,,Q54B63,Dictyostelium discoideum,6,SGMS1 [Golgi membrane],-,False,False,False
R-DDI-444452,slc44a2,Q54I48,Dictyostelium discoideum,6,CTL1-5 [plasma membrane],,False,True,False
R-DDI-469663,,Q54PN2,Dictyostelium discoideum,6,SRD5A3 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-5216144,arv1,Q54GD9,Dictyostelium discoideum,6,arv1 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-5333678,-,-,Dictyostelium discoideum,6,binding,-,False,False,False
R-DDI-5676214,,Q55BY4,Dictyostelium discoideum,6,"ELOVL1,2,3,5 [endoplasmic reticulum membrane]",,False,True,False
R-DDI-548661-3,,Q55BY4,Dictyostelium discoideum,6,Homologues of ELOVL7 [endoplasmic reticulum membrane],,False,True,False
R-DDI-548661-3,,Q55BY4,Dictyostelium discoideum,6,Homologues of ELOVL7 [endoplasmic reticulum membrane],,False,True,False
R-DDI-3907274,,Q869Y3,Dictyostelium discoideum,6,"HSD17B3,12 [endoplasmic reticulum membrane]",,False,False,True
R-DDI-548663,gpsn2,Q55C17,Dictyostelium discoideum,6,gpsn2 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-549099,,Q554U0,Dictyostelium discoideum,6,AGPAT6 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-549188,dgat2,Q54GC1,Dictyostelium discoideum,6,dgat2 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-5676630,,Q54Y54,Dictyostelium discoideum,6,PTPLs [endoplasmic reticulum membrane],,False,False,True
R-DDI-5690047,,C7G041,Dictyostelium discoideum,6,ACOT13 tetramer [cytosol],,True,False,False
R-DDI-5690039,ppt3,Q54CM0,Dictyostelium discoideum,6,ppt3 [lysosomal lumen],-,False,False,False
R-DDI-5690051,,Q556W3,Dictyostelium discoideum,6,"ACOT2,9, THEM4,5 dimer [mitochondrial matrix]",,False,True,False
R-DDI-5690068,,Q54N35,Dictyostelium discoideum,6,PPT1 [lysosomal lumen],-,False,False,False
R-DDI-6811608,comG,Q54DG1,Dictyostelium discoideum,6,ALDH3A2-1 dimer [endoplasmic reticulum membrane],,True,False,False
R-DDI-5693771,,Q55CT7,Dictyostelium discoideum,6,FA2H [endoplasmic reticulum membrane],-,False,False,False
R-DDI-5694478-3,,Q55C73,Dictyostelium discoideum,6,Homologues of ABHD3 [plasma membrane],,False,True,False
R-DDI-5695958,,Q55CD5,Dictyostelium discoideum,6,"ACSBG1,2 [cytosol]",,False,True,False
R-DDI-5696005,,Q54NV9,Dictyostelium discoideum,6,ACSF2 [mitochondrial matrix],-,False,False,False
R-DDI-5696011,,Q54HD3,Dictyostelium discoideum,6,ACSF3 [mitochondrial matrix],-,False,False,False
R-DDI-5696053,,,Dictyostelium discoideum,6,AGK:Mg2+ [mitochondrial outer membrane],magnesium(2+),True,False,False
R-DDI-5696096,comG,Q54DG1,Dictyostelium discoideum,6,comG [plasma membrane],-,False,False,False
R-DDI-5696124,,Q550E0,Dictyostelium discoideum,6,AGMO [endoplasmic reticulum membrane],-,False,False,False
R-DDI-5696425,dgat2,Q54GC1,Dictyostelium discoideum,6,dgat2 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-5696425,dgat2,Q54GC1,Dictyostelium discoideum,6,dgat2 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-8848506,dgat2,Q54GC1,Dictyostelium discoideum,6,dgat2 [endoplasmic reticulum membrane],-,False,False,False
R-DDI-6786649,,Q55DN9,Dictyostelium discoideum,6,"DDHD1,2 [cytosol]",,True,False,False
R-DDI-6787808,haox,Q54E41,Dictyostelium discoideum,6,HAO2 tetramer [peroxisomal matrix],,True,False,False
